index,number_of_siblings,direct_admission,CCA,learning_style,gender,tuition,final_test,n_male,age,hours_per_week,attendance_rate,sleep_duration
14326,1,No,Sports,Auditory,Female,Yes,47.0,12.0,15.0,8.0,92.0,8.0
14327,0,No,Arts,Auditory,Male,No,58.0,12.0,15.0,17.0,92.0,8.0
14328,2,No,Arts,Auditory,Male,Yes,57.0,10.0,15.0,9.0,92.0,8.0
14329,1,No,Arts,Auditory,Female,No,56.0,12.0,16.0,6.0,95.0,8.0
14330,0,No,Clubs,Auditory,Male,No,69.0,16.0,15.0,12.0,96.0,8.0
14331,2,No,Arts,Auditory,Female,No,52.0,5.0,16.0,8.0,95.0,8.0
14332,2,No,Sports,Auditory,Male,Yes,71.0,13.0,15.0,16.0,93.0,8.0
14333,2,No,ARTS,Auditory,Male,Yes,58.0,10.0,15.0,11.0,96.0,8.0
14334,2,Yes,None,Visual,Male,No,70.0,13.0,15.0,15.0,99.0,8.0
14335,1,No,CLUBS,Visual,Male,No,39.0,16.0,16.0,14.0,87.0,7.0
14336,2,No,Sports,Auditory,Male,Yes,55.0,13.0,15.0,17.0,98.0,8.0
14337,1,No,SPORTS,Auditory,Female,Yes,50.0,10.0,15.0,6.0,73.0,6.0
14339,2,No,Sports,Visual,Male,No,55.0,22.0,16.0,19.0,99.0,8.0
14340,0,No,Arts,Auditory,Female,Yes,75.0,16.0,16.0,12.0,99.0,8.0
14341,2,Yes,Clubs,Visual,Female,No,73.0,1.0,16.0,15.0,95.0,8.0
14342,0,No,None,Auditory,Male,No,69.0,12.0,16.0,8.0,97.0,8.0
14343,0,Yes,None,Visual,Male,No,74.0,11.0,15.0,9.0,92.0,8.0
14344,1,No,Clubs,Auditory,Male,No,48.0,21.0,16.0,8.0,89.0,8.0
14345,1,Yes,Arts,Auditory,Female,Yes,81.0,16.0,16.0,7.0,91.0,8.0
14346,0,No,None,Visual,Female,Yes,97.0,19.0,16.0,8.0,92.0,8.0
14347,2,Yes,None,Visual,Male,No,70.0,14.0,15.0,9.0,93.0,8.0
14348,2,Yes,None,Auditory,Male,No,62.0,14.0,15.0,7.0,96.0,8.0
14349,1,No,Clubs,Auditory,Male,No,43.0,14.0,16.0,13.0,43.0,4.0
14350,1,No,Sports,Auditory,Male,No,51.0,12.0,15.0,9.0,91.0,8.0
14351,2,No,Arts,Visual,Male,Yes,50.0,19.0,15.0,8.0,62.0,6.0
14352,2,Yes,Clubs,Auditory,Male,Yes,42.0,15.0,16.0,1.0,78.0,8.0
14353,1,No,Arts,Auditory,Male,No,45.0,17.0,16.0,9.0,41.0,4.0
14355,1,No,Sports,Visual,Male,No,73.0,21.0,16.0,10.0,99.0,8.0
14356,1,Yes,Sports,Auditory,Male,No,54.0,12.0,16.0,19.0,95.0,8.0
14357,2,No,None,Visual,Female,Yes,82.0,13.0,16.0,9.0,95.0,8.0
14358,1,No,Arts,Auditory,Male,Yes,48.0,11.0,16.0,5.0,85.0,7.0
14359,0,No,None,Auditory,Male,No,92.0,18.0,16.0,5.0,93.0,8.0
14360,2,No,Arts,Auditory,Female,No,53.0,4.0,16.0,12.0,95.0,8.0
14361,0,No,Arts,Auditory,Male,Yes,73.0,11.0,15.0,10.0,95.0,8.0
14362,2,No,Clubs,Auditory,Male,Yes,56.0,18.0,16.0,14.0,93.0,8.0
14363,0,No,None,Visual,Male,No,79.0,11.0,16.0,7.0,94.0,8.0
14364,2,No,Clubs,Visual,Male,No,69.0,23.0,15.0,11.0,99.0,8.0
14365,2,No,Sports,Auditory,Female,Yes,48.0,11.0,16.0,14.0,97.0,8.0
14366,2,No,Sports,Auditory,Female,Yes,40.0,16.0,16.0,4.0,50.0,4.0
14367,1,No,Clubs,Auditory,Male,No,43.0,16.0,16.0,8.0,93.0,8.0
14368,1,No,None,Auditory,Male,Yes,62.0,20.0,16.0,15.0,94.0,8.0
14369,1,No,None,Visual,Female,Yes,70.0,16.0,16.0,15.0,92.0,8.0
14370,2,Yes,Sports,Visual,Male,Yes,81.0,15.0,16.0,8.0,93.0,8.0
14371,0,Yes,Arts,Auditory,Female,No,79.0,14.0,15.0,6.0,94.0,8.0
14372,0,Yes,Clubs,Visual,Male,Yes,75.0,10.0,16.0,5.0,92.0,8.0
14373,1,Yes,Arts,Auditory,Male,Yes,76.0,17.0,16.0,18.0,98.0,8.0
14374,1,Yes,Sports,Auditory,Male,No,86.0,13.0,6.0,9.0,94.0,8.0
14375,1,No,Sports,Visual,Female,Yes,76.0,15.0,15.0,10.0,96.0,8.0
14376,1,Yes,Clubs,Auditory,Male,Yes,77.0,13.0,15.0,6.0,97.0,8.0
14377,1,No,Clubs,Visual,Female,Yes,77.0,4.0,15.0,7.0,95.0,8.0
14378,2,No,Arts,Visual,Female,Yes,68.0,5.0,6.0,14.0,93.0,8.0
14379,1,No,Sports,Visual,Female,No,53.0,21.0,15.0,20.0,94.0,8.0
14380,0,No,CLUBS,Auditory,Female,Yes,88.0,13.0,15.0,9.0,93.0,8.0
14381,0,No,SPORTS,Auditory,Female,No,81.0,12.0,16.0,5.0,93.0,8.0
14382,1,Yes,Clubs,Auditory,Female,Yes,54.0,23.0,15.0,6.0,91.0,8.0
14383,0,Yes,Clubs,Visual,Female,Yes,75.0,15.0,16.0,10.0,91.0,8.0
14384,2,No,Clubs,Visual,Male,No,72.0,18.0,16.0,9.0,99.0,8.0
14385,0,Yes,Clubs,Visual,Female,No,74.0,2.0,15.0,16.0,98.0,8.0
14386,0,Yes,Sports,Auditory,Male,Yes,80.0,11.0,16.0,8.0,96.0,8.0
14387,0,No,None,Visual,Male,No,94.0,15.0,15.0,9.0,100.0,8.0
14388,0,No,Clubs,Auditory,Female,Yes,73.0,16.0,16.0,11.0,95.0,8.0
14389,0,Yes,None,Auditory,Female,No,84.0,12.0,16.0,10.0,96.0,8.0
14390,1,No,Arts,Auditory,Female,Yes,48.0,11.0,16.0,4.0,94.0,8.0
14391,0,No,None,Visual,Female,Yes,90.0,1.0,16.0,7.0,94.0,8.0
14392,1,Yes,Arts,Visual,Female,No,58.0,12.0,6.0,12.0,92.0,8.0
14394,1,Yes,Clubs,Auditory,Male,Yes,44.0,12.0,16.0,9.0,95.0,8.0
14395,0,No,None,Visual,Male,No,67.0,17.0,16.0,16.0,96.0,8.0
14396,1,Yes,None,Visual,Male,Yes,100.0,10.0,15.0,9.0,98.0,8.0
14397,0,No,Arts,Visual,Female,Yes,89.0,16.0,15.0,9.0,93.0,7.0
14399,1,No,Arts,Visual,Female,No,54.0,25.0,16.0,11.0,96.0,8.0
14400,2,Yes,None,Visual,Male,Yes,76.0,11.0,16.0,9.0,93.0,8.0
14401,1,No,Arts,Auditory,Male,No,54.0,24.0,16.0,12.0,91.0,8.0
14402,1,Yes,Clubs,Visual,Male,Yes,66.0,18.0,15.0,5.0,94.0,8.0
14403,2,No,Arts,Visual,Female,Yes,74.0,11.0,16.0,14.0,95.0,8.0
14404,1,No,Clubs,Visual,Female,No,55.0,29.0,16.0,9.0,95.0,8.0
14406,0,No,Clubs,Auditory,Male,No,59.0,10.0,16.0,9.0,94.0,8.0
14407,0,Yes,None,Auditory,Male,No,79.0,15.0,15.0,6.0,97.0,8.0
14408,0,No,Clubs,Visual,Male,No,91.0,13.0,15.0,6.0,97.0,8.0
14409,1,Yes,Sports,Visual,Female,Yes,71.0,12.0,15.0,12.0,95.0,8.0
14410,1,Yes,None,Visual,Male,Yes,82.0,13.0,15.0,6.0,99.0,8.0
14411,1,No,Arts,Auditory,Male,No,52.0,11.0,15.0,8.0,91.0,8.0
14412,2,No,Sports,Auditory,Male,Yes,70.0,18.0,16.0,18.0,95.0,8.0
14413,0,No,None,Auditory,Male,Yes,69.0,21.0,16.0,12.0,99.0,8.0
14414,0,No,Sports,Visual,Female,Yes,71.0,7.0,16.0,9.0,95.0,8.0
14415,0,Yes,None,Visual,Female,Yes,84.0,11.0,15.0,7.0,94.0,8.0
14416,1,Yes,Arts,Auditory,Female,Yes,51.0,13.0,15.0,7.0,92.0,8.0
14417,1,No,Sports,Visual,Male,Yes,52.0,10.0,16.0,18.0,99.0,8.0
14418,1,No,Arts,Auditory,Male,Yes,74.0,13.0,15.0,19.0,97.0,8.0
14419,1,No,Arts,Auditory,Male,Yes,60.0,18.0,15.0,5.0,92.0,8.0
14420,1,No,Sports,Visual,Female,No,76.0,16.0,15.0,6.0,94.0,8.0
14421,2,Yes,Clubs,Auditory,Male,Yes,44.0,22.0,16.0,4.0,91.0,7.0
14422,1,Yes,None,Visual,Female,Yes,93.0,17.0,16.0,8.0,91.0,8.0
14423,1,No,CLUBS,Auditory,Male,Yes,63.0,16.0,15.0,17.0,97.0,8.0
14424,1,Yes,Arts,Auditory,Female,No,80.0,16.0,16.0,9.0,95.0,8.0
14425,2,Yes,Sports,Auditory,Male,No,56.0,15.0,16.0,11.0,99.0,8.0
14426,0,No,Clubs,Visual,Female,Yes,89.0,10.0,15.0,7.0,91.0,8.0
14427,2,No,None,Visual,Male,Yes,83.0,10.0,16.0,8.0,91.0,8.0
14428,0,No,Arts,Visual,Female,Yes,81.0,12.0,16.0,6.0,95.0,8.0
14429,0,Yes,Arts,Auditory,Male,Yes,72.0,15.0,15.0,12.0,93.0,8.0
14430,2,No,Sports,Auditory,Male,No,71.0,13.0,15.0,17.0,92.0,8.0
14431,1,No,Arts,Auditory,Male,Yes,47.0,12.0,15.0,6.0,94.0,8.0
14432,0,No,Sports,Visual,Male,Yes,78.0,16.0,16.0,6.0,92.0,8.0
14433,1,No,Clubs,Auditory,Female,No,49.0,0.0,16.0,1.0,97.0,8.0
14434,0,Yes,None,Visual,Female,No,83.0,15.0,15.0,10.0,99.0,8.0
14435,2,No,Arts,Auditory,Male,Yes,38.0,14.0,16.0,7.0,53.0,5.0
14436,2,No,Arts,Auditory,Female,Yes,56.0,18.0,16.0,11.0,99.0,8.0
14437,0,Yes,None,Visual,Male,Yes,82.0,17.0,16.0,6.0,99.0,8.0
14438,0,No,None,Auditory,Male,No,68.0,18.0,16.0,15.0,92.0,8.0
14439,2,No,None,Auditory,Female,No,39.0,15.0,15.0,1.0,45.0,4.0
14440,1,No,Sports,Visual,Female,No,57.0,18.0,16.0,17.0,91.0,8.0
14441,1,No,CLUBS,Visual,Female,No,48.0,9.0,15.0,9.0,97.0,8.0
14442,0,No,NONE,Visual,Male,Yes,90.0,15.0,16.0,7.0,100.0,8.0
14443,0,No,CLUBS,Auditory,Male,No,61.0,18.0,16.0,7.0,95.0,8.0
14444,0,No,Sports,Visual,Male,Yes,86.0,13.0,16.0,10.0,93.0,8.0
14445,2,No,Clubs,Auditory,Female,Yes,57.0,14.0,15.0,9.0,95.0,8.0
14446,2,No,None,Visual,Male,No,69.0,11.0,16.0,16.0,91.0,8.0
14447,1,No,Clubs,Auditory,Male,No,54.0,24.0,16.0,17.0,98.0,8.0
14448,2,No,None,Auditory,Male,Yes,43.0,24.0,15.0,9.0,71.0,7.0
14449,1,Yes,Arts,Auditory,Female,Yes,51.0,15.0,15.0,9.0,93.0,8.0
14450,0,No,None,Visual,Male,No,80.0,21.0,16.0,6.0,95.0,8.0
14451,1,No,Clubs,Visual,Female,Yes,78.0,17.0,15.0,6.0,95.0,8.0
14453,0,Yes,Sports,Visual,Male,No,74.0,15.0,15.0,16.0,93.0,8.0
14454,1,No,Clubs,Visual,Female,No,67.0,0.0,16.0,7.0,93.0,8.0
14455,1,Yes,Arts,Auditory,Male,No,76.0,17.0,16.0,11.0,98.0,8.0
14456,0,No,None,Auditory,Female,No,68.0,19.0,16.0,15.0,90.0,8.0
14457,0,No,Sports,Auditory,Female,No,63.0,16.0,15.0,19.0,95.0,8.0
14458,2,Yes,Clubs,Visual,Male,Yes,74.0,11.0,16.0,16.0,92.0,8.0
14459,0,Yes,Sports,Visual,Female,No,77.0,1.0,15.0,6.0,94.0,8.0
14460,0,Yes,Sports,Visual,Female,No,73.0,0.0,15.0,15.0,92.0,8.0
14461,1,Yes,Arts,Auditory,Female,Yes,72.0,16.0,16.0,13.0,96.0,8.0
14462,2,Yes,Clubs,Visual,Male,No,74.0,10.0,15.0,9.0,100.0,8.0
14463,2,No,Sports,Auditory,Female,No,56.0,12.0,15.0,5.0,98.0,8.0
14464,0,No,None,Visual,Male,No,83.0,23.0,16.0,5.0,90.0,8.0
14465,1,Yes,Sports,Auditory,Female,Yes,71.0,4.0,16.0,14.0,98.0,8.0
14466,1,Yes,Clubs,Visual,Male,No,56.0,20.0,15.0,14.0,94.0,8.0
14467,1,No,Sports,Auditory,Male,Yes,45.0,19.0,15.0,3.0,66.0,5.0
14468,2,No,Clubs,Auditory,Female,No,53.0,20.0,15.0,19.0,93.0,8.0
14469,2,No,Arts,Auditory,Male,No,73.0,14.0,16.0,6.0,92.0,8.0
14470,0,No,None,Visual,Female,Yes,93.0,16.0,16.0,10.0,92.0,8.0
14471,2,No,Clubs,Auditory,Male,No,73.0,18.0,15.0,16.0,100.0,8.0
14472,0,No,Sports,Visual,Male,No,90.0,18.0,15.0,9.0,90.0,8.0
14473,0,No,Arts,Auditory,Female,No,93.0,10.0,15.0,9.0,91.0,8.0
14474,0,Yes,None,Visual,Male,No,81.0,14.0,16.0,10.0,99.0,8.0
14475,1,Yes,Sports,Auditory,Male,Yes,79.0,16.0,15.0,8.0,99.0,8.0
14476,2,No,Arts,Auditory,Female,Yes,56.0,4.0,6.0,16.0,98.0,8.0
14477,1,No,None,Auditory,Male,Yes,69.0,19.0,15.0,14.0,97.0,8.0
14478,1,Yes,None,Visual,Male,Yes,77.0,14.0,15.0,9.0,93.0,8.0
14479,0,No,Clubs,Auditory,Male,No,61.0,11.0,15.0,19.0,94.0,8.0
14480,1,Yes,Sports,Auditory,Female,Yes,74.0,2.0,16.0,12.0,95.0,8.0
14481,1,No,Sports,Auditory,Male,No,50.0,15.0,16.0,11.0,99.0,8.0
14482,1,No,Arts,Visual,Male,No,53.0,24.0,16.0,6.0,93.0,8.0
14483,0,No,None,Auditory,Male,Yes,94.0,15.0,16.0,9.0,95.0,8.0
14484,1,No,None,Auditory,Male,Yes,61.0,15.0,15.0,20.0,99.0,8.0
14485,2,Yes,Clubs,Visual,Male,Yes,58.0,14.0,15.0,18.0,97.0,8.0
14487,1,No,Arts,Visual,Female,No,49.0,13.0,15.0,1.0,94.0,8.0
14488,2,No,Arts,Visual,Male,Yes,72.0,13.0,15.0,20.0,98.0,8.0
14489,1,No,Clubs,Auditory,Female,No,59.0,27.0,16.0,10.0,92.0,8.0
14490,2,No,Sports,Auditory,Male,Yes,51.0,14.0,6.0,19.0,100.0,8.0
14491,1,No,None,Visual,Female,Yes,66.0,18.0,15.0,9.0,95.0,8.0
14492,1,No,Arts,Auditory,Female,No,44.0,18.0,16.0,4.0,67.0,5.0
14493,2,No,Sports,Auditory,Female,Yes,53.0,17.0,16.0,10.0,97.0,8.0
14494,2,No,Sports,Visual,Female,No,69.0,18.0,15.0,19.0,98.0,8.0
14496,1,Yes,Arts,Auditory,Male,No,47.0,29.0,15.0,12.0,95.0,8.0
14497,0,No,Arts,Auditory,Male,No,71.0,16.0,15.0,18.0,98.0,8.0
14498,1,No,Sports,Auditory,Male,Yes,67.0,28.0,16.0,15.0,90.0,8.0
14499,1,Yes,None,Auditory,Female,No,78.0,10.0,15.0,10.0,93.0,8.0
14500,2,No,Sports,Auditory,Female,No,41.0,9.0,15.0,4.0,86.0,8.0
14501,1,Yes,Clubs,Visual,Male,Yes,78.0,11.0,16.0,6.0,91.0,8.0
14502,2,No,None,Visual,Female,Yes,82.0,15.0,15.0,7.0,99.0,8.0
14503,2,No,None,Visual,Male,Yes,82.0,16.0,16.0,7.0,91.0,8.0
14504,1,No,Sports,Auditory,Female,No,53.0,4.0,15.0,16.0,100.0,8.0
14505,1,Yes,Clubs,Visual,Male,Yes,82.0,11.0,15.0,6.0,99.0,8.0
14507,0,No,Arts,Auditory,Male,Yes,72.0,20.0,16.0,6.0,98.0,8.0
14508,1,No,Arts,Visual,Female,Yes,52.0,0.0,15.0,14.0,92.0,8.0
14509,1,No,SPORTS,Auditory,Male,No,59.0,13.0,16.0,6.0,96.0,8.0
14510,2,Yes,Sports,Visual,Male,No,74.0,13.0,15.0,18.0,99.0,8.0
14511,0,No,Sports,Auditory,Female,Yes,77.0,16.0,15.0,8.0,94.0,8.0
14512,2,No,Arts,Visual,Female,Yes,58.0,18.0,15.0,17.0,95.0,8.0
14513,1,No,Clubs,Auditory,Female,Yes,55.0,29.0,16.0,18.0,98.0,8.0
14514,0,No,Clubs,Visual,Male,No,65.0,21.0,16.0,17.0,94.0,8.0
14515,1,No,Sports,Auditory,Female,Yes,44.0,5.0,16.0,9.0,96.0,8.0
14516,2,No,Sports,Auditory,Male,No,55.0,10.0,15.0,10.0,91.0,8.0
14517,1,Yes,Clubs,Auditory,Female,Yes,80.0,9.0,16.0,7.0,94.0,8.0
14518,0,No,Clubs,Visual,Female,Yes,64.0,22.0,15.0,7.0,93.0,8.0
14519,1,Yes,Sports,Auditory,Male,Yes,70.0,14.0,16.0,15.0,97.0,8.0
14520,1,No,Sports,Auditory,Female,No,49.0,24.0,16.0,15.0,98.0,8.0
14521,2,No,Clubs,Auditory,Male,Yes,56.0,17.0,16.0,7.0,92.0,8.0
14522,0,No,None,Visual,Female,Yes,85.0,19.0,15.0,7.0,93.0,8.0
14523,2,No,Arts,Visual,Male,No,74.0,17.0,15.0,15.0,100.0,8.0
14524,0,No,None,Auditory,Female,Yes,66.0,4.0,15.0,9.0,92.0,8.0
14525,0,No,Sports,Auditory,Female,No,58.0,2.0,16.0,17.0,92.0,8.0
14526,0,Yes,None,Auditory,Male,Yes,85.0,19.0,16.0,10.0,94.0,8.0
14527,1,No,Sports,Visual,Male,Yes,67.0,11.0,16.0,19.0,94.0,8.0
14528,1,No,Sports,Visual,Female,No,53.0,23.0,15.0,9.0,97.0,8.0
14529,1,Yes,Arts,Auditory,Male,Yes,70.0,16.0,16.0,20.0,95.0,8.0
14530,1,No,Arts,Auditory,Male,No,62.0,23.0,16.0,14.0,95.0,8.0
14531,0,No,Sports,Visual,Female,No,94.0,16.0,16.0,8.0,100.0,8.0
14532,1,No,Arts,Visual,Female,No,59.0,13.0,16.0,19.0,92.0,8.0
14533,1,No,Clubs,Auditory,Male,No,53.0,20.0,16.0,15.0,96.0,8.0
14534,2,No,Sports,Auditory,Female,No,36.0,8.0,16.0,8.0,75.0,7.0
14535,1,No,Arts,Visual,Male,No,45.0,13.0,15.0,5.0,81.0,8.0
14536,1,Yes,None,Visual,Female,No,83.0,15.0,15.0,5.0,94.0,8.0
14537,1,No,Arts,Auditory,Male,Yes,50.0,19.0,6.0,11.0,91.0,8.0
14538,1,No,Clubs,Visual,Female,No,49.0,1.0,16.0,14.0,73.0,7.0
14539,2,No,Clubs,Auditory,Male,No,62.0,18.0,15.0,20.0,96.0,8.0
14540,1,Yes,Clubs,Auditory,Female,Yes,75.0,10.0,15.0,5.0,94.0,8.0
14541,1,No,Arts,Auditory,Male,Yes,59.0,15.0,15.0,18.0,95.0,8.0
14542,1,No,Clubs,Visual,Male,Yes,80.0,12.0,15.0,7.0,99.0,8.0
14543,1,No,Clubs,Visual,Female,Yes,76.0,7.0,15.0,6.0,92.0,8.0
14544,2,No,Clubs,Auditory,Male,Yes,56.0,22.0,15.0,9.0,97.0,8.0
14545,1,Yes,None,Auditory,Male,Yes,75.0,13.0,16.0,7.0,92.0,8.0
14546,0,No,Sports,Auditory,Male,Yes,61.0,27.0,16.0,6.0,96.0,8.0
14547,0,No,Arts,Auditory,Female,No,60.0,14.0,16.0,10.0,95.0,8.0
14548,1,No,Clubs,Auditory,Female,No,52.0,6.0,16.0,11.0,99.0,8.0
14549,2,Yes,Sports,Auditory,Male,No,56.0,11.0,15.0,6.0,95.0,8.0
14550,0,Yes,None,Auditory,Male,Yes,79.0,12.0,15.0,10.0,92.0,8.0
14551,0,No,Clubs,Auditory,Male,No,66.0,17.0,16.0,12.0,97.0,8.0
14552,0,No,None,Visual,Female,Yes,81.0,1.0,15.0,6.0,96.0,8.0
14553,2,No,Arts,Auditory,Male,No,57.0,10.0,16.0,17.0,100.0,8.0
14554,1,No,Sports,Auditory,Male,No,44.0,28.0,16.0,12.0,54.0,5.0
14555,1,Yes,Arts,Auditory,Male,Yes,79.0,12.0,15.0,8.0,95.0,8.0
14556,1,No,Sports,Auditory,Female,No,32.0,7.0,16.0,9.0,84.0,7.0
14557,1,No,Clubs,Visual,Male,Yes,52.0,27.0,15.0,20.0,100.0,8.0
14558,0,Yes,Clubs,Visual,Female,No,77.0,11.0,16.0,8.0,91.0,8.0
14559,0,Yes,Clubs,Visual,Female,Yes,84.0,11.0,15.0,6.0,95.0,8.0
14560,1,No,None,Auditory,Male,Yes,61.0,22.0,15.0,19.0,91.0,8.0
14561,1,No,Arts,Auditory,Female,Yes,65.0,22.0,15.0,6.0,90.0,8.0
14562,1,Yes,Clubs,Visual,Male,Yes,73.0,19.0,16.0,15.0,91.0,8.0
14563,2,No,Arts,Visual,Female,Yes,83.0,14.0,15.0,7.0,97.0,8.0
14564,0,No,Sports,Auditory,Female,Yes,90.0,2.0,15.0,7.0,95.0,8.0
14565,1,No,Clubs,Auditory,Female,Yes,60.0,10.0,16.0,11.0,100.0,8.0
14566,2,No,Clubs,Visual,Female,Yes,81.0,10.0,15.0,6.0,91.0,8.0
14567,0,No,Sports,Auditory,Female,Yes,78.0,5.0,15.0,6.0,94.0,8.0
14568,1,No,Clubs,Auditory,Male,No,50.0,22.0,16.0,7.0,100.0,8.0
14569,1,Yes,None,Visual,Male,Yes,80.0,13.0,15.0,6.0,91.0,8.0
14570,1,No,Clubs,Auditory,Female,Yes,61.0,0.0,6.0,12.0,92.0,8.0
14571,2,No,None,Auditory,Female,No,52.0,6.0,16.0,18.0,94.0,8.0
14572,1,No,Arts,Auditory,Male,No,54.0,23.0,15.0,8.0,96.0,8.0
14573,0,No,Arts,Auditory,Female,Yes,63.0,4.0,15.0,5.0,91.0,7.0
14574,0,No,Clubs,Auditory,Male,No,74.0,13.0,15.0,18.0,96.0,8.0
14575,1,No,Arts,Auditory,Female,Yes,59.0,24.0,16.0,6.0,93.0,8.0
14576,2,No,None,Visual,Male,Yes,80.0,10.0,15.0,8.0,96.0,8.0
14577,2,Yes,Sports,Auditory,Male,No,44.0,19.0,16.0,2.0,55.0,5.0
14578,0,Yes,None,Visual,Female,Yes,83.0,7.0,16.0,6.0,95.0,8.0
14579,1,No,None,Auditory,Female,Yes,64.0,12.0,15.0,11.0,93.0,8.0
14580,0,No,Arts,Auditory,Male,Yes,70.0,22.0,15.0,6.0,92.0,8.0
14581,1,No,Clubs,Visual,Male,Yes,75.0,10.0,15.0,10.0,92.0,8.0
14582,2,Yes,Clubs,Auditory,Female,No,40.0,12.0,15.0,10.0,92.0,7.0
14583,2,Yes,Clubs,Auditory,Male,Yes,58.0,10.0,16.0,11.0,95.0,8.0
14584,1,No,Clubs,Auditory,Female,No,51.0,3.0,15.0,9.0,99.0,8.0
14585,2,No,Sports,Auditory,Male,No,40.0,15.0,15.0,6.0,97.0,8.0
14586,1,No,Arts,Visual,Male,Yes,80.0,22.0,15.0,9.0,96.0,8.0
14587,1,Yes,Sports,Visual,Male,Yes,97.0,19.0,16.0,7.0,92.0,8.0
14588,0,No,Clubs,Visual,Male,Yes,80.0,14.0,16.0,8.0,92.0,8.0
14589,1,No,Arts,Auditory,Male,Yes,64.0,10.0,16.0,5.0,95.0,8.0
14590,2,No,Clubs,Auditory,Male,No,37.0,13.0,15.0,9.0,67.0,7.0
14591,2,Yes,Sports,Visual,Male,No,70.0,14.0,15.0,11.0,97.0,8.0
14592,1,No,Clubs,Visual,Male,No,53.0,14.0,16.0,13.0,97.0,8.0
14593,1,No,Sports,Auditory,Female,Yes,59.0,12.0,15.0,20.0,97.0,8.0
14594,1,No,Arts,Auditory,Female,No,42.0,2.0,16.0,6.0,62.0,6.0
14595,2,Yes,None,Visual,Male,Yes,77.0,12.0,5.0,6.0,98.0,8.0
14596,1,Yes,None,Visual,Female,Yes,100.0,3.0,16.0,8.0,97.0,8.0
14597,1,No,Sports,Visual,Male,Yes,46.0,25.0,15.0,8.0,54.0,4.0
14598,0,No,Clubs,Auditory,Male,No,67.0,16.0,16.0,10.0,95.0,8.0
14599,0,No,Clubs,Auditory,Male,Yes,68.0,13.0,16.0,18.0,93.0,8.0
14600,1,Yes,Sports,Auditory,Female,No,45.0,7.0,16.0,11.0,54.0,5.0
14601,0,No,Sports,Auditory,Female,Yes,71.0,1.0,16.0,14.0,91.0,8.0
14602,0,Yes,Clubs,Visual,Male,No,78.0,14.0,16.0,8.0,90.0,8.0
14603,1,No,Clubs,Visual,Male,Yes,57.0,19.0,15.0,14.0,94.0,8.0
14604,1,No,Clubs,Visual,Female,No,54.0,4.0,15.0,17.0,91.0,8.0
14605,1,No,Arts,Visual,Female,Yes,57.0,7.0,16.0,10.0,94.0,8.0
14606,2,No,Arts,Auditory,Male,Yes,70.0,19.0,15.0,15.0,99.0,8.0
14607,0,No,CLUBS,Auditory,Male,No,65.0,16.0,16.0,18.0,93.0,8.0
14608,2,Yes,Arts,Visual,Female,No,73.0,18.0,15.0,18.0,91.0,8.0
14610,0,No,Sports,Auditory,Female,Yes,72.0,15.0,16.0,7.0,96.0,8.0
14611,0,No,Sports,Auditory,Male,Yes,72.0,20.0,15.0,10.0,98.0,8.0
14612,1,No,Arts,Auditory,Female,No,47.0,1.0,16.0,4.0,82.0,6.0
14613,0,No,None,Auditory,Female,Yes,67.0,5.0,15.0,16.0,93.0,8.0
14614,2,No,Clubs,Auditory,Male,Yes,71.0,18.0,16.0,19.0,95.0,8.0
14615,2,No,Sports,Auditory,Female,No,56.0,10.0,15.0,18.0,96.0,8.0
14616,1,No,Arts,Auditory,Female,No,53.0,2.0,16.0,20.0,93.0,8.0
14617,1,Yes,None,Auditory,Male,Yes,81.0,15.0,15.0,7.0,93.0,8.0
14618,0,No,None,Visual,Male,Yes,82.0,12.0,16.0,9.0,93.0,8.0
14619,0,No,Sports,Auditory,Female,Yes,63.0,10.0,16.0,6.0,90.0,8.0
14621,2,No,Clubs,Visual,Male,No,68.0,12.0,16.0,19.0,96.0,8.0
14622,1,No,Sports,Visual,Male,Yes,59.0,12.0,15.0,12.0,92.0,8.0
14623,1,No,Sports,Auditory,Female,No,52.0,6.0,16.0,9.0,98.0,8.0
14624,1,No,Clubs,Visual,Male,No,54.0,13.0,15.0,19.0,98.0,8.0
14625,0,No,None,Auditory,Male,No,92.0,25.0,15.0,10.0,99.0,8.0
14626,2,No,Arts,Auditory,Female,No,44.0,18.0,15.0,1.0,94.0,8.0
14627,1,No,None,Visual,Male,Yes,65.0,10.0,15.0,6.0,98.0,8.0
14628,1,Yes,Clubs,Visual,Male,Yes,87.0,21.0,15.0,8.0,93.0,8.0
14629,1,No,CLUBS,Visual,Female,No,44.0,20.0,15.0,13.0,99.0,8.0
14630,0,No,Clubs,Auditory,Female,Yes,69.0,3.0,15.0,6.0,93.0,8.0
14631,1,No,None,Auditory,Female,No,63.0,8.0,16.0,15.0,94.0,8.0
14632,1,No,Arts,Auditory,Female,No,64.0,2.0,5.0,14.0,91.0,8.0
14633,0,No,None,Auditory,Male,Yes,93.0,14.0,16.0,10.0,94.0,8.0
14634,2,No,Arts,Auditory,Male,Yes,69.0,11.0,16.0,9.0,100.0,8.0
14635,1,Yes,None,Auditory,Male,No,85.0,20.0,15.0,7.0,99.0,8.0
14636,2,No,Sports,Auditory,Male,Yes,42.0,15.0,16.0,14.0,99.0,8.0
14637,1,No,Arts,Visual,Male,No,53.0,23.0,16.0,12.0,90.0,8.0
14638,0,No,Clubs,Visual,Male,Yes,92.0,18.0,15.0,8.0,96.0,8.0
